Order ID,Order Date,Customer ID,Region,Category,Product Name,Quantity,Unit Price,Discount,Sales,Profit
ORD2076,2020-12-10,CUST995,West,Books,Biography,2,914.68,0.05,1737.89,253.34
ORD2077,2023-01-12,CUST410,South,Home & Kitchen,Mixer Grinder,5,343.97,0.0,1719.85,421.5
ORD2078,2022-03-30,CUST268,East,Home & Kitchen,Cookware Set,5,375.01,0.05,1781.3,404.2
ORD2079,2020-05-21,CUST571,North,Home & Kitchen,Cookware Set,3,386.21,0.1,1042.77,206.63
ORD2080,2021-08-12,CUST374,South,Home & Kitchen,Cookware Set,1,325.79,0.1,293.21,87.66
ORD2081,2022-01-08,CUST134,West,Beauty,Perfume,2,277.66,0.05,527.55,61.09
ORD2082,2023-02-22,CUST394,West,Beauty,Perfume,5,705.88,0.0,3529.4,584.11
ORD2083,2020-08-19,CUST111,West,Books,Comics,3,743.66,0.15,1896.33,344.8
ORD2084,2023-06-03,CUST159,South,Home & Kitchen,Cookware Set,4,366.26,0.0,1465.04,413.48
ORD2085,2022-01-04,CUST905,South,Home & Kitchen,Wall Clock,2,170.79,0.1,307.42,33.87
ORD2086,2020-06-19,CUST137,South,Beauty,Shampoo,4,873.12,0.1,3143.23,897.53
ORD2087,2023-06-09,CUST451,North,Books,Biography,1,88.03,0.1,79.23,21.47
ORD2088,2020-05-28,CUST531,South,Beauty,Perfume,1,438.75,0.05,416.81,106.02
ORD2089,2020-12-02,CUST606,West,Books,Science Book,1,90.89,0.1,81.8,17.33
ORD2090,2023-03-04,CUST574,East,Beauty,Perfume,5,897.03,0.05,4260.89,1001.19
ORD2091,2021-07-25,CUST452,East,Clothing,Sneakers,4,402.37,0.1,1448.53,213.14
ORD2092,2023-05-18,CUST200,South,Clothing,Jacket,3,100.04,0.05,285.11,70.13
ORD2093,2020-04-13,CUST340,South,Electronics,Smartwatch,5,985.32,0.15,4187.61,1162.93
ORD2094,2022-10-15,CUST623,South,Books,Comics,4,15.27,0.15,51.92,11.02
ORD2095,2022-04-26,CUST714,West,Electronics,Headphones,3,203.8,0.05,580.83,93.13
ORD2096,2022-04-01,CUST726,West,Beauty,Face Cream,1,404.73,0.1,364.26,69.07
ORD2097,2022-12-25,CUST212,East,Clothing,Jacket,2,754.65,0.0,1509.3,166.82
ORD2098,2021-05-04,CUST352,South,Electronics,Smartwatch,2,525.22,0.05,997.92,223.03
ORD2099,2023-01-19,CUST409,North,Books,Fiction Book,3,958.63,0.1,2588.3,643.85
ORD2100,2021-07-22,CUST511,South,Beauty,Lipstick,3,506.02,0.1,1366.25,142.13
ORD2101,2022-12-05,CUST411,West,Beauty,Shampoo,3,194.36,0.15,495.62,115.64
ORD2102,2021-01-19,CUST461,West,Electronics,Smartphone,1,316.53,0.0,316.53,67.81
ORD2103,2023-05-10,CUST940,East,Clothing,Jacket,2,452.64,0.0,905.28,103.93
ORD2104,2020-04-28,CUST803,East,Home & Kitchen,Table Lamp,3,575.77,0.05,1640.94,192.82
ORD2105,2020-03-30,CUST501,North,Electronics,Smartphone,4,664.67,0.15,2259.88,267.61
ORD2106,2021-11-15,CUST959,North,Books,Comics,5,886.05,0.05,4208.74,992.3
ORD2107,2020-10-16,CUST933,West,Books,Fiction Book,1,831.93,0.0,831.93,154.05
ORD2108,2022-05-05,CUST490,North,Beauty,Shampoo,2,848.75,0.05,1612.62,163.64
ORD2109,2022-05-26,CUST868,North,Clothing,Jacket,5,417.33,0.15,1773.65,441.85
ORD2110,2021-07-08,CUST325,East,Beauty,Face Cream,2,138.95,0.05,264.0,48.18
ORD2111,2022-03-09,CUST600,North,Electronics,Smartwatch,1,778.58,0.15,661.79,139.46
ORD2112,2022-10-19,CUST264,South,Clothing,Jeans,2,425.79,0.0,851.58,100.44
ORD2113,2021-10-14,CUST196,North,Clothing,Jeans,1,551.51,0.15,468.78,136.73
ORD2114,2023-03-06,CUST559,South,Electronics,Headphones,2,584.15,0.15,993.05,200.15
ORD2115,2020-06-25,CUST511,West,Home & Kitchen,Mixer Grinder,2,885.59,0.0,1771.18,273.69
ORD2116,2021-02-22,CUST463,South,Beauty,Lipstick,2,348.69,0.0,697.38,103.18
ORD2117,2023-04-16,CUST811,East,Beauty,Perfume,4,462.82,0.0,1851.28,255.66
ORD2118,2021-11-20,CUST487,South,Home & Kitchen,Wall Clock,5,132.44,0.1,595.98,177.15
ORD2119,2020-11-07,CUST450,North,Home & Kitchen,Mixer Grinder,3,163.94,0.05,467.23,55.3
ORD2120,2020-01-27,CUST586,West,Beauty,Face Cream,4,78.36,0.0,313.44,36.12
ORD2121,2020-12-13,CUST600,East,Home & Kitchen,Mixer Grinder,2,552.08,0.15,938.54,226.29
ORD2122,2021-10-31,CUST820,North,Home & Kitchen,Cookware Set,3,709.52,0.15,1809.28,533.11
ORD2123,2021-05-14,CUST371,South,Electronics,Smartwatch,1,561.89,0.1,505.7,79.32
ORD2124,2021-11-07,CUST869,West,Clothing,Jeans,4,117.69,0.0,470.76,91.67
ORD2125,2020-07-22,CUST630,North,Home & Kitchen,Cookware Set,3,672.42,0.0,2017.26,434.3
ORD2126,2022-09-30,CUST952,South,Books,Biography,5,289.7,0.0,1448.5,381.69
ORD2127,2020-03-09,CUST926,West,Clothing,Jacket,5,77.35,0.05,367.41,72.89
ORD2128,2021-06-17,CUST993,North,Books,Science Book,1,144.9,0.1,130.41,23.91
ORD2129,2020-07-13,CUST119,West,Home & Kitchen,Wall Clock,2,705.66,0.0,1411.32,377.49
ORD2130,2022-06-21,CUST802,South,Clothing,T-shirt,2,369.31,0.1,664.76,185.29
ORD2131,2021-02-17,CUST812,South,Clothing,Jacket,2,723.61,0.05,1374.86,216.06
ORD2132,2022-10-26,CUST642,South,Beauty,Shampoo,2,136.96,0.1,246.53,64.17
ORD2133,2021-04-08,CUST803,East,Books,Comics,4,110.6,0.15,376.04,73.19
ORD2134,2020-09-26,CUST492,East,Books,Science Book,4,443.36,0.05,1684.77,445.99
ORD2135,2020-06-09,CUST884,East,Clothing,Jeans,1,378.29,0.05,359.38,96.39
ORD2136,2020-09-18,CUST884,West,Clothing,Jacket,1,559.01,0.0,559.01,85.62
ORD2137,2020-05-20,CUST275,East,Electronics,Smartphone,2,823.8,0.1,1482.84,155.56
ORD2138,2021-01-12,CUST254,East,Books,Biography,4,713.24,0.05,2710.31,410.69
ORD2139,2023-05-26,CUST551,West,Books,Comics,2,405.11,0.0,810.22,172.19
ORD2140,2022-11-08,CUST711,West,Beauty,Face Cream,5,986.08,0.15,4190.84,864.58
ORD2141,2020-06-12,CUST943,East,Books,Science Book,2,91.05,0.05,172.99,39.0
ORD2142,2022-08-22,CUST301,North,Electronics,Laptop,1,811.09,0.0,811.09,163.65
ORD2143,2022-01-11,CUST666,North,Books,Biography,2,688.51,0.1,1239.32,180.62
ORD2144,2020-01-24,CUST504,East,Home & Kitchen,Wall Clock,2,392.05,0.0,784.1,193.58
ORD2145,2021-12-06,CUST350,North,Home & Kitchen,Mixer Grinder,2,300.6,0.15,511.02,65.23
ORD2146,2021-01-03,CUST261,South,Electronics,Smartwatch,3,209.63,0.05,597.45,126.56
ORD2147,2020-12-21,CUST933,West,Home & Kitchen,Wall Clock,5,655.51,0.1,2949.8,395.74
ORD2148,2022-04-01,CUST762,South,Home & Kitchen,Wall Clock,4,637.99,0.05,2424.36,339.98
ORD2149,2022-06-10,CUST285,East,Beauty,Perfume,5,746.04,0.05,3543.69,715.26
ORD2150,2020-07-21,CUST369,North,Books,Comics,5,554.6,0.05,2634.35,691.62
ORD2151,2021-06-16,CUST700,North,Beauty,Lipstick,4,560.07,0.0,2240.28,469.53
ORD2152,2022-01-19,CUST791,North,Home & Kitchen,Table Lamp,5,366.99,0.15,1559.71,210.81
ORD2153,2020-03-05,CUST669,South,Clothing,Jeans,4,990.01,0.0,3960.04,773.54
ORD2154,2021-06-02,CUST533,East,Home & Kitchen,Cookware Set,3,388.12,0.05,1106.14,196.74
ORD2155,2021-10-30,CUST437,South,Electronics,Headphones,2,308.19,0.0,616.38,137.94
ORD2156,2020-04-24,CUST364,North,Home & Kitchen,Table Lamp,5,308.7,0.0,1543.5,339.18
ORD2157,2020-07-11,CUST398,South,Home & Kitchen,Wall Clock,5,88.54,0.0,442.7,117.81
ORD2158,2022-02-20,CUST670,West,Clothing,T-shirt,5,549.88,0.05,2611.93,779.41
ORD2159,2022-03-08,CUST323,North,Electronics,Laptop,1,587.71,0.0,587.71,97.21
ORD2160,2021-02-22,CUST131,West,Home & Kitchen,Wall Clock,4,346.92,0.0,1387.68,177.83
ORD2161,2022-03-11,CUST891,South,Electronics,Smartphone,2,306.2,0.15,520.54,110.17
ORD2162,2020-02-29,CUST408,North,Beauty,Shampoo,2,351.98,0.05,668.76,157.98
ORD2163,2023-03-24,CUST502,West,Electronics,Smartwatch,1,626.41,0.15,532.45,56.31
ORD2164,2021-08-06,CUST466,South,Clothing,Jeans,2,226.84,0.05,431.0,123.61
ORD2165,2020-06-30,CUST515,South,Clothing,T-shirt,1,844.84,0.1,760.36,109.49
ORD2166,2020-11-10,CUST897,South,Home & Kitchen,Wall Clock,3,470.82,0.15,1200.59,307.22
ORD2167,2020-11-25,CUST323,East,Books,Biography,1,408.17,0.0,408.17,49.71
ORD2168,2021-09-02,CUST451,East,Books,Biography,2,859.92,0.1,1547.86,424.05
ORD2169,2023-03-28,CUST399,East,Clothing,Jeans,5,409.84,0.0,2049.2,247.45
ORD2170,2022-01-01,CUST323,East,Beauty,Lipstick,4,662.52,0.1,2385.07,308.18
ORD2171,2022-03-02,CUST227,South,Electronics,Headphones,4,626.75,0.1,2256.3,257.26
ORD2172,2021-07-20,CUST955,East,Beauty,Lipstick,3,169.62,0.05,483.42,61.21
ORD2173,2021-10-03,CUST616,West,Books,Fiction Book,1,989.78,0.1,890.8,213.85
ORD2174,2020-08-09,CUST147,West,Clothing,Jacket,4,147.08,0.1,529.49,122.63
ORD2175,2021-12-04,CUST696,East,Electronics,Headphones,3,537.95,0.1,1452.47,383.33
ORD2176,2022-08-21,CUST161,East,Beauty,Face Cream,5,841.89,0.15,3578.03,948.86
ORD2177,2023-06-25,CUST835,West,Books,Biography,2,861.14,0.0,1722.28,383.26
ORD2178,2021-05-18,CUST619,North,Home & Kitchen,Table Lamp,4,917.36,0.1,3302.5,936.23
ORD2179,2020-02-04,CUST161,North,Clothing,Jeans,2,887.34,0.0,1774.68,462.07
ORD2180,2021-08-26,CUST715,East,Clothing,Jeans,3,894.82,0.15,2281.79,675.31
ORD2181,2020-11-12,CUST871,South,Clothing,T-shirt,3,314.35,0.0,943.05,215.31
ORD2182,2020-04-05,CUST559,West,Clothing,Jacket,4,813.99,0.15,2767.57,441.69
ORD2183,2020-08-12,CUST760,East,Beauty,Perfume,1,806.97,0.05,766.62,203.94
ORD2184,2022-02-27,CUST318,East,Electronics,Headphones,2,356.86,0.0,713.72,185.15
ORD2185,2020-05-29,CUST577,East,Home & Kitchen,Cookware Set,4,605.96,0.0,2423.84,637.5
ORD2186,2021-10-15,CUST288,South,Electronics,Laptop,1,472.94,0.0,472.94,126.46
ORD2187,2020-03-28,CUST840,East,Electronics,Laptop,5,283.11,0.0,1415.55,203.41
ORD2188,2021-02-18,CUST841,West,Clothing,Jacket,2,812.7,0.1,1462.86,161.75
ORD2189,2022-04-22,CUST408,North,Home & Kitchen,Wall Clock,4,525.38,0.0,2101.52,583.69
ORD2190,2021-10-30,CUST227,East,Books,Science Book,2,461.32,0.05,876.51,150.49
ORD2191,2022-10-30,CUST737,East,Electronics,Laptop,2,863.78,0.15,1468.43,394.93
ORD2192,2020-10-09,CUST598,West,Books,Biography,5,457.56,0.05,2173.41,370.35
ORD2193,2020-07-08,CUST289,East,Electronics,Laptop,4,438.45,0.0,1753.8,238.71
ORD2194,2021-10-24,CUST749,West,Books,Fiction Book,2,255.75,0.1,460.35,83.98
ORD2195,2022-03-24,CUST693,North,Beauty,Lipstick,3,295.32,0.1,797.36,209.99
ORD2196,2021-01-06,CUST290,South,Beauty,Face Cream,3,554.72,0.0,1664.16,170.72
ORD2197,2022-07-16,CUST287,East,Beauty,Lipstick,2,770.43,0.15,1309.73,176.16
ORD2198,2021-09-21,CUST685,South,Home & Kitchen,Mixer Grinder,4,31.43,0.1,113.15,16.07
ORD2199,2022-11-28,CUST131,North,Books,Biography,1,589.0,0.0,589.0,134.01
ORD2200,2021-01-30,CUST509,North,Books,Science Book,4,834.65,0.15,2837.81,441.77
ORD2201,2020-08-11,CUST935,East,Electronics,Smartwatch,1,200.02,0.1,180.02,22.3
ORD2202,2022-03-21,CUST845,South,Beauty,Face Cream,2,876.22,0.15,1489.57,310.14
ORD2203,2022-04-04,CUST304,South,Beauty,Face Cream,5,138.07,0.15,586.8,142.76
ORD2204,2021-04-16,CUST490,West,Beauty,Lipstick,3,157.7,0.0,473.1,122.74
ORD2205,2020-03-01,CUST690,South,Electronics,Smartwatch,5,222.72,0.15,946.56,125.81
ORD2206,2021-11-07,CUST898,North,Books,Comics,5,934.61,0.1,4205.74,680.49
ORD2207,2023-03-23,CUST549,South,Clothing,Jacket,1,954.34,0.0,954.34,244.85
ORD2208,2022-02-16,CUST863,East,Electronics,Smartphone,2,890.32,0.15,1513.54,228.96
ORD2209,2022-05-13,CUST965,East,Clothing,T-shirt,2,690.8,0.1,1243.44,251.99
ORD2210,2023-03-28,CUST215,North,Electronics,Headphones,2,841.88,0.0,1683.76,291.76
ORD2211,2021-02-08,CUST483,West,Beauty,Perfume,4,556.98,0.15,1893.73,454.8
ORD2212,2021-12-09,CUST853,South,Books,Fiction Book,5,239.48,0.0,1197.4,124.57
ORD2213,2021-05-16,CUST774,North,Clothing,Jeans,1,479.84,0.15,407.86,55.04
ORD2214,2022-10-23,CUST776,West,Home & Kitchen,Cookware Set,2,111.92,0.0,223.84,24.85
ORD2215,2021-04-01,CUST945,West,Books,Biography,2,75.78,0.15,128.83,14.41
ORD2216,2021-10-14,CUST139,North,Beauty,Lipstick,1,908.88,0.1,817.99,186.91
ORD2217,2021-12-21,CUST600,West,Books,Biography,1,31.28,0.1,28.15,3.18
ORD2218,2022-11-19,CUST946,East,Clothing,Jeans,5,263.63,0.05,1252.24,370.76
ORD2219,2022-03-22,CUST230,South,Books,Fiction Book,1,439.62,0.05,417.64,55.53
ORD2220,2021-06-01,CUST543,South,Electronics,Smartphone,3,191.5,0.05,545.77,162.13
ORD2221,2021-11-05,CUST687,East,Home & Kitchen,Cookware Set,4,134.27,0.1,483.37,132.94
ORD2222,2021-03-20,CUST625,South,Beauty,Perfume,2,457.41,0.15,777.6,212.28
ORD2223,2021-04-22,CUST210,South,Home & Kitchen,Mixer Grinder,1,192.56,0.15,163.68,31.62
ORD2224,2022-06-15,CUST572,South,Electronics,Headphones,4,633.7,0.0,2534.8,649.09
ORD2225,2020-09-27,CUST994,North,Clothing,Jeans,5,717.28,0.15,3048.44,777.26
ORD2226,2021-03-01,CUST666,South,Home & Kitchen,Table Lamp,2,794.14,0.15,1350.04,177.57
ORD2227,2021-10-19,CUST325,South,Books,Comics,4,363.32,0.0,1453.28,222.37
ORD2228,2020-08-04,CUST654,North,Beauty,Lipstick,2,448.8,0.05,852.72,88.84
ORD2229,2020-10-24,CUST473,East,Beauty,Perfume,5,314.97,0.05,1496.11,443.83
ORD2230,2020-06-03,CUST723,East,Electronics,Laptop,4,516.48,0.05,1962.62,499.44
ORD2231,2022-03-29,CUST240,West,Electronics,Laptop,5,997.06,0.15,4237.5,657.47
ORD2232,2023-05-25,CUST403,East,Beauty,Perfume,4,253.76,0.15,862.78,123.12
ORD2233,2020-05-03,CUST320,West,Books,Biography,1,781.97,0.05,742.87,188.68
ORD2234,2020-08-27,CUST540,North,Electronics,Smartwatch,4,581.54,0.1,2093.54,241.34
ORD2235,2020-12-26,CUST329,East,Beauty,Face Cream,3,18.5,0.0,55.5,8.73
ORD2236,2021-04-01,CUST257,South,Books,Science Book,2,562.18,0.1,1011.92,301.33
ORD2237,2022-02-27,CUST694,West,Books,Science Book,1,46.39,0.15,39.43,10.99
ORD2238,2020-03-07,CUST849,East,Home & Kitchen,Cookware Set,1,373.96,0.05,355.26,54.66
ORD2239,2022-12-30,CUST593,East,Beauty,Perfume,4,479.89,0.1,1727.6,436.64
ORD2240,2020-11-21,CUST624,East,Electronics,Smartphone,2,312.3,0.05,593.37,126.06
ORD2241,2022-04-13,CUST628,South,Beauty,Shampoo,5,601.43,0.0,3007.15,334.73
ORD2242,2020-04-02,CUST312,North,Books,Biography,2,502.76,0.1,904.97,164.44
ORD2243,2020-06-09,CUST989,West,Books,Comics,2,492.2,0.1,885.96,125.34
ORD2244,2021-09-30,CUST692,East,Electronics,Laptop,3,244.18,0.0,732.54,166.58
ORD2245,2021-05-14,CUST862,West,Home & Kitchen,Wall Clock,1,427.32,0.05,405.95,56.6
ORD2246,2023-01-17,CUST625,South,Clothing,T-shirt,4,769.78,0.0,3079.12,781.81
ORD2247,2021-12-24,CUST340,East,Clothing,T-shirt,2,290.56,0.05,552.06,72.1
ORD2248,2023-02-15,CUST340,South,Beauty,Face Cream,4,117.41,0.05,446.16,53.29
ORD2249,2021-08-03,CUST475,West,Home & Kitchen,Wall Clock,1,299.7,0.15,254.74,27.75
ORD2250,2022-07-19,CUST995,South,Beauty,Lipstick,2,344.72,0.1,620.5,175.25
ORD2251,2021-05-30,CUST185,North,Electronics,Headphones,1,383.46,0.15,325.94,46.46
ORD2252,2022-03-18,CUST496,West,Clothing,T-shirt,1,927.55,0.0,927.55,239.31
ORD2253,2021-08-08,CUST955,South,Electronics,Smartwatch,3,343.84,0.0,1031.52,182.59
ORD2254,2020-08-18,CUST168,West,Electronics,Smartphone,5,273.56,0.05,1299.41,278.17
ORD2255,2021-09-09,CUST333,North,Clothing,Jeans,5,545.57,0.0,2727.85,642.48
ORD2256,2023-05-11,CUST265,West,Books,Science Book,1,36.07,0.0,36.07,4.22
ORD2257,2022-11-11,CUST762,West,Electronics,Smartwatch,5,936.97,0.15,3982.12,986.2
ORD2258,2021-04-25,CUST387,South,Clothing,Sneakers,2,503.9,0.1,907.02,95.71
ORD2259,2020-08-11,CUST209,East,Beauty,Perfume,2,983.77,0.0,1967.54,456.1
ORD2260,2022-10-12,CUST609,South,Electronics,Smartwatch,4,29.4,0.05,111.72,26.13
ORD2261,2023-05-20,CUST694,West,Home & Kitchen,Mixer Grinder,2,358.89,0.15,610.11,182.06
ORD2262,2020-10-09,CUST170,East,Home & Kitchen,Wall Clock,1,276.6,0.1,248.94,34.91
ORD2263,2020-03-18,CUST516,North,Home & Kitchen,Mixer Grinder,4,135.76,0.15,461.58,69.15
ORD2264,2022-05-31,CUST952,South,Home & Kitchen,Mixer Grinder,5,220.82,0.05,1048.89,304.66
ORD2265,2020-03-28,CUST854,West,Beauty,Perfume,4,189.06,0.0,756.24,95.72
ORD2266,2023-05-02,CUST484,North,Books,Biography,2,198.25,0.1,356.85,93.33
ORD2267,2021-06-24,CUST894,North,Home & Kitchen,Wall Clock,3,898.05,0.0,2694.15,362.3
ORD2268,2022-07-27,CUST545,West,Electronics,Headphones,1,389.47,0.0,389.47,40.77
ORD2269,2021-05-27,CUST220,East,Home & Kitchen,Table Lamp,2,107.12,0.1,192.82,21.95
ORD2270,2022-12-17,CUST713,South,Clothing,Jacket,5,223.4,0.0,1117.0,235.82
ORD2271,2020-06-15,CUST675,West,Books,Science Book,2,577.5,0.15,981.75,118.1
ORD2272,2021-04-11,CUST721,South,Home & Kitchen,Wall Clock,2,829.99,0.15,1410.98,202.98
ORD2273,2022-10-05,CUST365,West,Electronics,Smartphone,4,718.27,0.05,2729.43,473.29
ORD2274,2022-12-27,CUST554,South,Beauty,Shampoo,1,416.53,0.0,416.53,120.34
ORD2275,2022-09-02,CUST880,South,Home & Kitchen,Wall Clock,1,168.44,0.15,143.17,30.59
ORD2276,2022-08-22,CUST385,East,Beauty,Lipstick,4,897.27,0.1,3230.17,799.18
ORD2277,2022-01-04,CUST881,East,Books,Comics,5,274.99,0.0,1374.95,336.55
ORD2278,2023-03-17,CUST189,East,Beauty,Face Cream,2,234.88,0.05,446.27,64.75
ORD2279,2021-02-25,CUST392,North,Books,Comics,1,936.95,0.05,890.1,137.89
